id,headline,text_raw,text_normalized,sentiment,sentiment_numerical
64748,,"ich korrigiere mich: wohl gut gemeinte, an Dümmlichkeit grenzende Naivität ist die bessere Bezeichnung. Wenn Grenzkontrollen nicht hülfen, würde halb Mexiko in den USA wohnen","ich korrigiere mich : wohl gut gemeinte , an dümmlichkeit grenzende naivität ist die bessere bezeichnung . wenn grenzkontrollen nicht hülfen , würde halb mexiko in den usa wohnen",SentimentNegative,0
64762,Facepalm,Facepalm und deshalb sind sie keine Mütter von Soldaten mehr die mit fadenscheinigen gründen in die ukraine geschickt werden für einen sinnlosen krieg und dort krepieren.,facepalm und deshalb sind sie keine mütter von soldaten mehr die mit fadenscheinigen gründen in die ukraine geschickt werden für einen sinnlosen krieg und dort krepieren .,SentimentNegative,0
65612,,"Weitgehend haben Sie recht. Man müsste die EU einfach auf die Kernkompetenzen und Koordination zusammen schmelzen. Wenn man sieht , wenn Länder sparen müssen (etwas) zB. anfangs Kärnten oder Griechenland. Beim Staataparat wird nie angefangen. Zuerst wird immer bei den Freien am Arbeitsmarkt, den kleinen Unternehmern, kleinen ASVG- Pensionisten abgespart. Notwendige Wirtschaftsinvestitionen gekürzt. Der Staasmoloch bleibt weitgehend unangetastet. In Kärnten wurden als erste Kultursubventionen gestrichen (bis der Bund dann doch gezahlt hat). Die Mehrfach-Luxuspensionen,selbst der kriminellen und Verurteilten Politiker und Beamten ,Manager blieben unagetastet.So läuft´s dann.","weitgehend haben sie recht . man müsste die eu einfach auf die kernkompetenzen und koordination zusammen schmelzen . wenn man sieht , wenn länder sparen müssen ( etwas ) zb . anfangs kärnten oder griechenland . beim staataparat wird nie angefangen . zuerst wird immer bei den freien am arbeitsmarkt , den kleinen unternehmern , kleinen asvg- pensionisten abgespart . notwendige wirtschaftsinvestitionen gekürzt . der staasmoloch bleibt weitgehend unangetastet . in kärnten wurden als erste kultursubventionen gestrichen ( bis der bund dann doch gezahlt hat ) . die mehrfach-luxuspensionen , selbst der kriminellen und verurteilten politiker und beamten , manager blieben unagetastet . so läuft´s dann .",SentimentNeutral,1
65719,Auch der innere Schweinehund hat ein Recht auf Leben!,Auch der innere Schweinehund hat ein Recht auf Leben! None,auch der innere schweinehund hat ein recht auf leben ! none,SentimentNeutral,1
66317,"Ich bin da viel optimistischer,...","Ich bin da viel optimistischer,... und weigere mich an die vorgeschobenen ""Argumente"" der Gegner zu glauben oder gar die zu wiederholen.

Es ist der Job des jeweiligen Produktmanagers, das Paket zu definieren und der jeweiligen Kundenbasis entsprechend anzupassen. Man muß ja nicht mit jedem einzelnen Kunden Profit machen, nur mit der Gesamtheit.


Sie sind doch viel unterwegs, auch in Ländern in denen zB Shampoo an Menschen mit sehr niedrigem Einkommen in Packungen zu genau einer Haarwäsche verkauft wird.
P&G hätte vor zwei Jahrzehnten auch nie gedacht, daß das ein gutes Geschäft werden könnte. Aber ein paar hundert Millionen Kunden mit wenig Geld sind eben auch ein enormer Markt, an dem man nicht vorbei kann.

Und dann braucht man nur Hirn und ein bisserl Innovation...","ich bin da viel optimistischer , . und weigere mich an die vorgeschobenen  argumente  der gegner zu glauben oder gar die zu wiederholen . es ist der job des jeweiligen produktmanagers , das paket zu definieren und der jeweiligen kundenbasis entsprechend anzupassen . man muß ja nicht mit jedem einzelnen kunden profit machen , nur mit der gesamtheit . sie sind doch viel unterwegs , auch in ländern in denen zb shampoo an menschen mit sehr niedrigem einkommen in packungen zu genau einer haarwäsche verkauft wird . p&g hätte vor zwei jahrzehnten auch nie gedacht , daß das ein gutes geschäft werden könnte . aber ein paar hundert millionen kunden mit wenig geld sind eben auch ein enormer markt , an dem man nicht vorbei kann . und dann braucht man nur hirn und ein bisserl innovation .",SentimentNeutral,1
67055,,dein nick passt perfekt zu flassbecks predigten...,dein nick passt perfekt zu flassbecks predigten .,SentimentNeutral,1
68261,,"- nachfrühstücksschläfchen
- und nach dem nachfrühstücksschläfchen ein nachfrühstücksschläfchenfrühstück
Wie Schlau :)",- nachfrühstücksschläfchen - und nach dem nachfrühstücksschläfchen ein nachfrühstücksschläfchenfrühstück wie schlau EMOTICON,SentimentNeutral,1
68273,,*nach wieselburg randalieren fahrt*,* nach wieselburg randalieren fahrt *,SentimentNeutral,1
68280,,schwarz-blau,schwarz-blau,SentimentNeutral,1
69771,,"Lustig worüber soll denn abgestimmt werden, das Hilfsprogramm endet Dienstag. 

Hätten wir zustimmen sollen,  ja/nein?","lustig worüber soll denn abgestimmt werden , das hilfsprogramm endet dienstag . hätten wir zustimmen sollen , ja / nein ?",SentimentNeutral,1
70664,"""was hab ich davon das ....""","""was hab ich davon das ...."" Wer ist ""ich""?

Wenn ""ich"" ich bin und ich bin betroffen - weil zum Beispiel meine Tochter/Frau/sonstjemanddermirliebist bis zum Tode mißbraucht wurde - habe ich wahrscheinlich gar nichts von einer gesellschaftlich in höchster humanistischer Güte stattfindende Betreuung und Resozialisierung des Täters.

Wenn ""ich"" diese humanistische Gesellschaft bin und zum Beispiel Ihre Tochter/Frau/sonstjemandderIhnenliebist bis zum Tode mißbraucht wurde - stell ich mich gerne her und schwafel was von Werten der humanistischen und aufgeklärten Gesellschaft.


Ja, die Welt wär eine bessere, wenn sie eine bessere wäre - ist sie aber nicht."," was hab ich davon das .  wer ist  ich  ? wenn  ich  ich bin und ich bin betroffen - weil zum beispiel meine tochter / frau / sonstjemanddermirliebist bis zum tode mißbraucht wurde - habe ich wahrscheinlich gar nichts von einer gesellschaftlich in höchster humanistischer güte stattfindende betreuung und resozialisierung des täters . wenn  ich  diese humanistische gesellschaft bin und zum beispiel ihre tochter / frau / sonstjemandderihnenliebist bis zum tode mißbraucht wurde - stell ich mich gerne her und schwafel was von werten der humanistischen und aufgeklärten gesellschaft . ja , die welt wär eine bessere , wenn sie eine bessere wäre - ist sie aber nicht .",SentimentNegative,0
71694,,ja die meisten f-fanboys sind sich auch nicht ganz bewusst wovon sie da fan sind...,ja die meisten f-fanboys sind sich auch nicht ganz bewusst wovon sie da fan sind .,SentimentNegative,0
72051,Sie regen sich auch...,"Sie regen sich auch... ...sicher ueber die Hetze der FPOe auf. Wenn ja, wuerde ich mich einmal vor den Spiegel stellen.","sie regen sich auch . . sicher ueber die hetze der fpoe auf . wenn ja , wuerde ich mich einmal vor den spiegel stellen .",SentimentNegative,0
72261,,"Ich hab nicht vorgeschlagen die Begriffe zu tauschen. Das hast Du völlig missverstanden.
Die Idee ist, wenn man mal zum Spaß, bei einem Wirtschaftlichen Dokument die Begriffe tauscht, nur zum Spaß, dann macht das selbe Dokument noch immer Sinn, einfach weil sich Börsen, Märkte, usw. zu Kirchen, Göttern, usw. gewandelt haben und der Wirtschaft gehuldigt wird, wie falschen Göttern.

Gott behüte, ich wollte keine Begriffe tauschen.","ich hab nicht vorgeschlagen die begriffe zu tauschen . das hast du völlig missverstanden . die idee ist , wenn man mal zum spaß , bei einem wirtschaftlichen dokument die begriffe tauscht , nur zum spaß , dann macht das selbe dokument noch immer sinn , einfach weil sich börsen , märkte , usw . zu kirchen , göttern , usw . gewandelt haben und der wirtschaft gehuldigt wird , wie falschen göttern . gott behüte , ich wollte keine begriffe tauschen .",SentimentNeutral,1
72377,,"Wieviel ich für was damals von meinem Geld ausgegeben habe weiß ich auch nicht mehr, geht aber außer mir niemanden etwas an. Was ich aber an besagtem Datum für meinen AG/Betrieb ausgegeben habe liegt sehr wohl in der Buchhaltung auf und ist daher nachvollziehbar.","wieviel ich für was damals von meinem geld ausgegeben habe weiß ich auch nicht mehr , geht aber außer mir niemanden etwas an . was ich aber an besagtem datum für meinen ag / betrieb ausgegeben habe liegt sehr wohl in der buchhaltung auf und ist daher nachvollziehbar .",SentimentNeutral,1
73125,,wird da wie in der Ukraine 50er verteilt damit die Leut kommen?,wird da wie in der ukraine 50er verteilt damit die leut kommen ?,SentimentNeutral,1
76796,,"Ach ja deswegen hört man von den vielen Cannabis kranken aus Colorado, Waschington,Californien, Uruguay, Portugal, Niederlande und Tschechien. (bitte den Sarkasmus beachten)

Wenn diese ""schweren, großteis unheilbaren, Psychiatrischen Erkrankungen"" so oft auftreten würden hätte es sich längst rumgesprochen und die erwähnten Statten, in denen Cannabis mehr oder weniger frei erhälltich ist,  hätten das verbot längst wieder eingefüht.","ach ja deswegen hört man von den vielen cannabis kranken aus colorado , waschington , californien , uruguay , portugal , niederlande und tschechien . ( bitte den sarkasmus beachten ) wenn diese  schweren , großteis unheilbaren , psychiatrischen erkrankungen  so oft auftreten würden hätte es sich längst rumgesprochen und die erwähnten statten , in denen cannabis mehr oder weniger frei erhälltich ist , hätten das verbot längst wieder eingefüht .",SentimentNeutral,1
76820,,"Mit 0,5% Wirtschaftswachstum die dann auf 0,2% relativiert werden, wird nicht viel zu holen sein.
Warten wir den Winter ab, wenn die Bauarbeiter rausfallen, da haben wir dann locker 430 0000. Natürlich kommt der Aufschwung wenn nicht heuer dann 2 Jahren spätestens wenn die FPÖ die Wahlen gewinnt ^^","mit 0 , 5 % wirtschaftswachstum die dann auf 0 , 2 % relativiert werden , wird nicht viel zu holen sein . warten wir den winter ab , wenn die bauarbeiter rausfallen , da haben wir dann locker 430 0000 . natürlich kommt der aufschwung wenn nicht heuer dann 2 jahren spätestens wenn die fpö die wahlen gewinnt EMOTICON",SentimentNeutral,1
76854,16 Millionen Strafe - Gespür für Finanzen,"16 Millionen Strafe - Gespür für Finanzen Weil er sie zuhause besucht und - zugegeben ziemlich übel - beschimpft hat?

Da muss doch mehr vorgefallen sein, ich mein 16 Millionen (!) allein die Strafe?","16 millionen strafe - gespür für finanzen weil er sie zuhause besucht und - zugegeben ziemlich übel - beschimpft hat ? da muss doch mehr vorgefallen sein , ich mein 16 millionen ( ! ) allein die strafe ?",SentimentNeutral,1
76855,,"Ich denke, sie hat definitiv ein Gespür für Finanzen.","ich denke , sie hat definitiv ein gespür für finanzen .",SentimentNegative,0
76856,,wo kann man sich von dem Typen belästigen lassen und dann ein paar Mio kassieren? Da mache ich sogar als Hetero-Mann mit.,wo kann man sich von dem typen belästigen lassen und dann ein paar mio kassieren ? da mache ich sogar als hetero-mann mit .,SentimentNegative,0
76857,,"wohnung in new york bezahlt bekommen, teure geschenke und als sahnehäubchen gibt es jetzt noch 18 millionen...keine schlechte ausbeute (schon klar, dass man dann die belästigungen auch mal ein jahr aushaltet und nicht schon früher klar macht, was sache ist...)","wohnung in new york bezahlt bekommen , teure geschenke und als sahnehäubchen gibt es jetzt noch 18 millionen . keine schlechte ausbeute ( schon klar , dass man dann die belästigungen auch mal ein jahr aushaltet und nicht schon früher klar macht , was sache ist . )",SentimentNegative,0
76858,,"Ist an und für sich bei Top-Manager so üblich, aber die bekommen die 18 Mio. ganz ohne Klage.","ist an und für sich bei top-manager so üblich , aber die bekommen die 18 mio . ganz ohne klage .",SentimentNeutral,1
76859,wow...,"wow... da soll noch jemand behaupten opfer zu sein zahlt sich nicht aus...

dafür würd ich mich auch belästigen lassen...",wow . da soll noch jemand behaupten opfer zu sein zahlt sich nicht aus . dafür würd ich mich auch belästigen lassen .,SentimentNegative,0
76860,"""hatte die Schwedin als Assistentin eingestellt und ihr bald auch teure Geschenke gemacht und die Wohnung in Manhattan bezahlt.""","""hatte die Schwedin als Assistentin eingestellt und ihr bald auch teure Geschenke gemacht und die Wohnung in Manhattan bezahlt."" .
also sich zuerst(!) teure Geschenke machen lassen und eine (sicher SEHR teure) Wohnung in Manhattan bezahlen lassen, und ihm erst ""nach einer Weile"" erklären, dass sie nicht mehr bereit sei, dafür die geforderten ""Gegenleistungen"" zu erbringen, ist schon etwas fragwürdig. 
keine Frage, dass sie sich die nachfolgenden Beleidigungen und Nachstellungen nicht gefallen lassen muss, aber ob das alles 18 Millionen Dollar wert ist???"," hatte die schwedin als assistentin eingestellt und ihr bald auch teure geschenke gemacht und die wohnung in manhattan bezahlt .  . also sich zuerst ( ! ) teure geschenke machen lassen und eine ( sicher sehr teure ) wohnung in manhattan bezahlen lassen , und ihm erst  nach einer weile  erklären , dass sie nicht mehr bereit sei , dafür die geforderten  gegenleistungen  zu erbringen , ist schon etwas fragwürdig . keine frage , dass sie sich die nachfolgenden beleidigungen und nachstellungen nicht gefallen lassen muss , aber ob das alles 18 millionen dollar wert ist ?",SentimentNegative,0
76861,,"ähm verhältnissmäßigkeit ????
die opfer vom deutschen flügzeugabsturtz, also deren verbliebene bekommen gerade mal 100.000 und denen ist ein vater mutte5r sohn tochter ect genommen worden. für die summe was die schwedin bekommen hat sollte mehr inkludiert sein als anbaggern und nachstellen ein jahr ausazuhalten. bitte nicht falsch verstehen ist natürlich abzulehnen sowas gutzuheissen. aber andere menschen gehen ihr ganzes leben lang schwer arbeiten und bekommen das nicht zusammen. also ich würde mir für 18 mille und ein in folge sorgenfreies leben für die nächten 60 70 jahre wesentlich mehr gefallen lassen.
das urteil ist ein witz und ein schlag ins gesicht all jener die wesentlich mehr leiden müssen und dafür keinen cant bekommen !!!","ähm verhältnissmäßigkeit ? die opfer vom deutschen flügzeugabsturtz , also deren verbliebene bekommen gerade mal 100 . 000 und denen ist ein vater mutte5r sohn tochter ect genommen worden . für die summe was die schwedin bekommen hat sollte mehr inkludiert sein als anbaggern und nachstellen ein jahr ausazuhalten . bitte nicht falsch verstehen ist natürlich abzulehnen sowas gutzuheissen . aber andere menschen gehen ihr ganzes leben lang schwer arbeiten und bekommen das nicht zusammen . also ich würde mir für 18 mille und ein in folge sorgenfreies leben für die nächten 60 70 jahre wesentlich mehr gefallen lassen . das urteil ist ein witz und ein schlag ins gesicht all jener die wesentlich mehr leiden müssen und dafür keinen cant bekommen !",SentimentNegative,0
